date and time,temperature,humidity,wind speed,cloud cover,amount of precipitation
27.10.2019 10:00,16.1,87,9,100%.,7.0
27.10.2019 07:00,15.0,81,6,100%.,0.8
27.10.2019 04:00,14.4,75,7,100%.,Trace of precipitation
27.10.2019 02:00,13.3,77,4,70 – 80%.,Trace of precipitation
26.10.2019 23:00,15.0,51,4,100%.,Trace of precipitation
26.10.2019 20:00,15.6,50,4,100%.,Trace of precipitation
26.10.2019 17:00,16.7,41,3,70 – 80%.,
26.10.2019 14:00,16.1,41,3,70 – 80%.,
26.10.2019 11:00,15.0,54,5,70 – 80%.,
26.10.2019 08:00,12.8,67,2,50%.,
26.10.2019 05:00,13.9,69,2,50%.,
26.10.2019 02:00,16.7,60,4,70 – 80%.,
25.10.2019 23:00,16.7,67,4,100%.,
25.10.2019 20:00,16.1,78,3,70 – 80%.,
25.10.2019 17:00,17.2,65,6,70 – 80%.,
25.10.2019 14:00,18.3,56,0,100%.,
25.10.2019 11:00,14.4,70,3,100%.,
25.10.2019 08:00,12.2,72,2,70 – 80%.,
25.10.2019 05:00,12.8,62,0,20–30%.,
25.10.2019 02:00,13.3,62,3,20–30%.,
24.10.2019 23:00,15.0,49,3,20–30%.,
24.10.2019 20:00,15.6,46,5,20–30%.,
24.10.2019 17:00,17.8,34,7,no clouds,
24.10.2019 14:00,18.9,25,4,no clouds,
24.10.2019 11:00,16.1,35,2,no clouds,
24.10.2019 08:00,12.2,45,0,no clouds,
24.10.2019 05:00,11.7,45,3,no clouds,
24.10.2019 02:00,13.3,42,5,no clouds,
23.10.2019 23:00,15.0,36,5,no clouds,
23.10.2019 20:00,16.7,32,6,no clouds,
23.10.2019 17:00,18.3,27,8,20–30%.,
23.10.2019 14:00,17.8,30,8,20–30%.,
23.10.2019 11:00,16.1,58,5,20–30%.,
23.10.2019 08:00,13.9,78,8,20–30%.,0.3
23.10.2019 05:00,15.0,83,5,20–30%.,0.3
23.10.2019 02:00,17.8,93,4,100%.,11.0
22.10.2019 23:00,16.7,93,7,100%.,6.0
22.10.2019 20:00,15.0,93,4,100%.,1.0
22.10.2019 17:00,15.6,90,5,100%.,Trace of precipitation
22.10.2019 14:00,15.6,86,6,100%.,Trace of precipitation
22.10.2019 11:00,14.4,87,5,100%.,Trace of precipitation
22.10.2019 08:00,13.9,78,4,100%.,
22.10.2019 05:00,13.9,67,2,100%.,
22.10.2019 02:00,13.9,58,4,70 – 80%.,
21.10.2019 23:00,15.0,72,3,70 – 80%.,
21.10.2019 20:00,16.1,70,2,20–30%.,
21.10.2019 17:00,19.4,39,4,50%.,
21.10.2019 14:00,18.3,49,4,20–30%.,
21.10.2019 11:00,15.6,56,6,no clouds,
21.10.2019 08:00,11.7,74,3,20–30%.,
21.10.2019 05:00,11.1,83,5,20–30%.,
21.10.2019 02:00,12.2,83,5,100%.,0.5
20.10.2019 23:00,12.8,83,6,100%.,0.3
20.10.2019 20:00,12.8,80,5,100%.,9.0
20.10.2019 17:00,14.4,84,4,100%.,5.0
20.10.2019 14:00,15.0,75,3,100%.,0.3
20.10.2019 11:00,13.9,81,4,100%.,
20.10.2019 08:00,11.1,86,2,70 – 80%.,
20.10.2019 05:00,11.1,69,2,70 – 80%.,
20.10.2019 02:00,12.8,59,4,70 – 80%.,
19.10.2019 23:00,13.3,51,2,70 – 80%.,
19.10.2019 20:00,13.9,60,2,70 – 80%.,
19.10.2019 17:00,16.7,37,5,70 – 80%.,
19.10.2019 14:00,15.0,39,3,50%.,
19.10.2019 11:00,11.7,48,2,20–30%.,
19.10.2019 08:00,8.9,61,2,20–30%.,
19.10.2019 05:00,8.3,63,3,no clouds,
19.10.2019 02:00,9.4,59,5,no clouds,
18.10.2019 23:00,10.0,59,6,no clouds,
18.10.2019 20:00,11.1,55,8,50%.,
18.10.2019 17:00,13.3,51,10,20–30%.,
18.10.2019 14:00,14.4,50,10,50%.,
18.10.2019 11:00,12.8,57,11,50%.,
18.10.2019 08:00,11.1,61,9,50%.,
18.10.2019 05:00,11.7,61,12,70 – 80%.,
18.10.2019 02:00,12.2,59,11,70 – 80%.,
17.10.2019 23:00,13.3,55,11,100%.,
17.10.2019 20:00,13.9,51,9,70 – 80%.,
17.10.2019 17:00,15.0,48,9,70 – 80%.,
17.10.2019 14:00,14.4,46,13,100%.,
17.10.2019 11:00,13.3,51,10,70 – 80%.,
17.10.2019 08:00,11.7,57,11,70 – 80%.,Trace of precipitation
17.10.2019 05:00,11.7,59,10,50%.,
17.10.2019 02:00,11.7,66,11,70 – 80%.,8.0
16.10.2019 23:00,15.6,86,14,100%.,8.0
16.10.2019 20:00,17.2,84,10,100%.,35.0
16.10.2019 17:00,17.8,81,6,100%.,5.0
16.10.2019 14:00,18.9,70,8,100%.,
16.10.2019 11:00,18.3,70,8,100%.,
16.10.2019 08:00,14.4,65,5,70 – 80%.,
16.10.2019 05:00,12.8,74,3,50%.,
16.10.2019 02:00,13.9,67,2,20–30%.,
15.10.2019 23:00,14.4,65,3,50%.,
15.10.2019 20:00,15.0,49,5,20–30%.,
15.10.2019 17:00,18.3,31,3,50%.,
15.10.2019 14:00,17.2,31,4,50%.,
15.10.2019 11:00,15.0,46,3,20–30%.,
15.10.2019 08:00,13.3,60,2,20–30%.,
15.10.2019 05:00,12.8,67,2,20–30%.,
15.10.2019 02:00,14.4,58,4,no clouds,
14.10.2019 23:00,18.9,40,6,no clouds,
14.10.2019 20:00,21.1,31,6,no clouds,
14.10.2019 17:00,23.3,25,6,no clouds,
14.10.2019 14:00,21.1,46,3,20–30%.,
14.10.2019 11:00,17.8,63,5,70 – 80%.,
14.10.2019 08:00,15.6,80,0,70 – 80%.,
14.10.2019 05:00,15.6,80,2,100%.,
14.10.2019 02:00,16.7,73,3,100%.,Trace of precipitation
13.10.2019 23:00,16.7,70,3,100%.,
13.10.2019 20:00,16.1,60,4,70 – 80%.,
13.10.2019 17:00,18.9,33,3,70 – 80%.,
13.10.2019 14:00,17.2,43,2,70 – 80%.,
13.10.2019 11:00,15.6,52,2,70 – 80%.,
13.10.2019 08:00,13.9,72,4,70 – 80%.,
13.10.2019 05:00,15.0,69,4,no clouds,
13.10.2019 02:00,16.1,67,6,no clouds,
12.10.2019 23:00,17.8,58,5,70 – 80%.,
12.10.2019 20:00,19.4,55,4,50%.,
12.10.2019 17:00,19.4,51,0,50%.,
12.10.2019 14:00,17.8,56,3,70 – 80%.,
12.10.2019 11:00,14.4,67,3,100%.,
12.10.2019 08:00,13.9,69,3,100%.,
12.10.2019 05:00,13.3,70,4,100%.,
12.10.2019 02:00,13.9,62,6,100%.,
11.10.2019 23:00,15.0,58,7,50%.,
11.10.2019 20:00,16.7,52,6,100%.,
11.10.2019 17:00,17.8,50,10,70 – 80%.,
11.10.2019 14:00,18.3,49,9,100%.,
11.10.2019 11:00,16.1,43,7,70 – 80%.,
11.10.2019 08:00,13.3,49,6,20–30%.,
11.10.2019 05:00,13.3,49,6,50%.,
11.10.2019 02:00,15.0,41,7,50%.,
10.10.2019 23:00,16.1,34,10,70 – 80%.,
10.10.2019 20:00,18.3,28,6,70 – 80%.,
10.10.2019 17:00,21.7,30,8,70 – 80%.,
10.10.2019 14:00,19.4,41,8,50%.,
10.10.2019 11:00,16.7,46,7,70 – 80%.,
10.10.2019 08:00,13.3,65,7,70 – 80%.,
10.10.2019 05:00,12.2,69,6,70 – 80%.,
10.10.2019 02:00,11.7,77,7,100%.,0.3
09.10.2019 23:00,12.2,77,6,100%.,Trace of precipitation
09.10.2019 20:00,12.8,69,6,70 – 80%.,0.3
09.10.2019 17:00,13.3,75,6,100%.,0.3
09.10.2019 14:00,12.8,80,8,100%.,13.0
09.10.2019 11:00,12.2,83,8,100%.,2.0
09.10.2019 08:00,15.6,58,9,100%.,
09.10.2019 05:00,15.0,60,6,100%.,
09.10.2019 02:00,15.6,65,8,100%.,
08.10.2019 23:00,16.1,65,7,70 – 80%.,
08.10.2019 20:00,17.2,52,7,70 – 80%.,
08.10.2019 17:00,17.8,54,6,70 – 80%.,
08.10.2019 14:00,17.2,56,5,100%.,Trace of precipitation
08.10.2019 11:00,17.2,60,5,100%.,Trace of precipitation
08.10.2019 08:00,15.6,72,4,100%.,0.8
08.10.2019 05:00,15.0,81,4,100%.,0.8
08.10.2019 02:00,16.1,84,4,100%.,0.8
07.10.2019 23:00,16.7,84,4,100%.,Trace of precipitation
07.10.2019 20:00,22.8,71,2,100%.,
07.10.2019 17:00,23.3,69,7,70 – 80%.,
07.10.2019 14:00,25.6,56,4,70 – 80%.,
07.10.2019 11:00,24.4,56,6,70 – 80%.,
07.10.2019 08:00,21.1,73,6,100%.,
07.10.2019 05:00,20.6,78,4,100%.,
07.10.2019 02:00,21.1,66,5,100%.,Trace of precipitation
06.10.2019 23:00,21.1,73,4,100%.,Trace of precipitation
06.10.2019 20:00,20.6,76,5,100%.,0.3
06.10.2019 17:00,21.1,76,6,100%.,
06.10.2019 14:00,21.1,71,8,100%.,
06.10.2019 11:00,19.4,66,6,100%.,
06.10.2019 08:00,17.8,63,4,70 – 80%.,
06.10.2019 05:00,16.1,60,2,100%.,
06.10.2019 02:00,15.0,62,3,100%.,
05.10.2019 23:00,13.9,55,2,70 – 80%.,
05.10.2019 20:00,13.3,40,3,50%.,
05.10.2019 17:00,14.4,42,3,20–30%.,
05.10.2019 14:00,13.9,41,4,20–30%.,
05.10.2019 11:00,12.8,47,4,20–30%.,
05.10.2019 08:00,8.9,58,6,20–30%.,
05.10.2019 05:00,8.3,66,5,no clouds,
05.10.2019 02:00,10.0,61,5,20–30%.,
04.10.2019 23:00,12.2,55,9,20–30%.,
04.10.2019 20:00,14.4,51,5,20–30%.,
04.10.2019 17:00,16.1,44,7,20–30%.,
04.10.2019 14:00,18.3,45,9,50%.,
04.10.2019 11:00,18.3,54,8,70 – 80%.,
04.10.2019 08:00,16.1,78,6,20–30%.,Trace of precipitation
04.10.2019 05:00,15.6,86,3,70 – 80%.,Trace of precipitation
04.10.2019 02:00,15.6,93,4,100%.,2.0
03.10.2019 23:00,15.0,93,3,100%.,1.0
03.10.2019 20:00,14.4,90,3,100%.,0.5
03.10.2019 17:00,13.9,87,6,100%.,0.3
03.10.2019 14:00,13.3,84,6,100%.,0.8
03.10.2019 11:00,13.3,84,6,100%.,0.8
03.10.2019 08:00,12.8,87,5,100%.,3.0
03.10.2019 05:00,13.9,90,7,100%.,1.0
03.10.2019 02:00,18.3,90,6,100%.,0.3
02.10.2019 23:00,22.2,68,5,100%.,
02.10.2019 20:00,25.0,74,5,100%.,5.0
02.10.2019 17:00,28.3,63,5,70 – 80%.,Trace of precipitation
02.10.2019 14:00,33.3,40,6,50%.,
02.10.2019 11:00,28.9,55,4,70 – 80%.,
02.10.2019 08:00,23.9,74,3,70 – 80%.,
02.10.2019 05:00,23.9,74,4,70 – 80%.,
02.10.2019 02:00,23.9,69,4,70 – 80%.,
01.10.2019 23:00,25.0,64,5,70 – 80%.,
01.10.2019 20:00,26.7,56,5,70 – 80%.,
01.10.2019 17:00,27.8,51,4,50%.,
01.10.2019 14:00,25.0,56,6,20–30%.,
01.10.2019 11:00,22.2,61,6,70 – 80%.,
01.10.2019 08:00,19.4,68,5,100%.,
01.10.2019 05:00,18.3,68,4,100%.,
01.10.2019 02:00,17.8,73,4,100%.,Trace of precipitation
30.09.2019 23:00,18.9,61,5,100%.,
30.09.2019 20:00,19.4,57,4,100%.,
30.09.2019 17:00,20.6,53,6,100%.,
30.09.2019 14:00,20.0,61,5,70 – 80%.,
30.09.2019 11:00,17.8,63,5,70 – 80%.,
30.09.2019 08:00,16.7,56,7,70 – 80%.,
30.09.2019 05:00,18.3,54,6,100%.,
30.09.2019 02:00,18.9,47,5,100%.,
29.09.2019 23:00,19.4,49,4,100%.,
29.09.2019 20:00,22.2,44,4,70 – 80%.,
29.09.2019 17:00,25.6,33,4,70 – 80%.,
29.09.2019 14:00,26.1,41,4,20–30%.,
29.09.2019 11:00,23.9,50,6,50%.,
29.09.2019 08:00,22.2,76,5,50%.,
29.09.2019 05:00,23.3,76,3,20–30%.,
29.09.2019 02:00,24.4,79,0,70 – 80%.,
28.09.2019 23:00,23.9,79,3,50%.,
28.09.2019 20:00,24.4,74,3,50%.,
28.09.2019 17:00,26.1,65,4,50%.,
28.09.2019 14:00,26.7,56,6,50%.,
28.09.2019 11:00,24.4,54,4,50%.,
28.09.2019 08:00,20.0,73,4,70 – 80%.,
28.09.2019 05:00,19.4,73,3,70 – 80%.,
28.09.2019 02:00,19.4,68,4,50%.,
27.09.2019 23:00,20.0,68,3,50%.,
27.09.2019 20:00,20.0,57,4,70 – 80%.,
27.09.2019 17:00,22.8,35,7,50%.,
27.09.2019 14:00,23.9,32,3,20–30%.,
27.09.2019 11:00,20.6,41,3,20–30%.,
27.09.2019 08:00,17.8,63,3,no clouds,
27.09.2019 05:00,18.3,70,4,20–30%.,
27.09.2019 02:00,19.4,68,3,20–30%.,
26.09.2019 23:00,20.0,68,2,20–30%.,
26.09.2019 20:00,20.0,73,4,50%.,Trace of precipitation
26.09.2019 17:00,21.1,73,7,100%.,Trace of precipitation
26.09.2019 14:00,27.8,56,6,70 – 80%.,
26.09.2019 11:00,25.0,56,5,20–30%.,
26.09.2019 08:00,20.6,61,3,20–30%.,
26.09.2019 05:00,19.4,66,3,20–30%.,
26.09.2019 02:00,21.1,51,3,20–30%.,
25.09.2019 23:00,21.7,66,3,20–30%.,
25.09.2019 20:00,22.2,57,4,20–30%.,
25.09.2019 17:00,26.1,34,4,no clouds,
25.09.2019 14:00,25.0,36,0,20–30%.,
25.09.2019 11:00,21.7,46,3,20–30%.,
25.09.2019 08:00,17.8,60,2,50%.,
25.09.2019 05:00,17.8,60,4,20–30%.,
25.09.2019 02:00,18.9,52,5,20–30%.,
24.09.2019 23:00,20.0,49,6,50%.,
24.09.2019 20:00,22.2,43,6,50%.,
24.09.2019 17:00,24.4,40,9,70 – 80%.,
24.09.2019 14:00,24.4,40,8,70 – 80%.,
24.09.2019 11:00,22.8,50,4,50%.,
24.09.2019 08:00,21.1,64,5,20–30%.,
24.09.2019 05:00,21.7,63,5,20–30%.,
24.09.2019 02:00,23.3,57,6,70 – 80%.,0.8
23.09.2019 23:00,28.3,48,9,100%.,
23.09.2019 20:00,29.4,48,5,70 – 80%.,
23.09.2019 17:00,30.6,48,6,70 – 80%.,
23.09.2019 14:00,31.1,43,5,20–30%.,
23.09.2019 11:00,26.7,60,5,70 – 80%.,
23.09.2019 08:00,22.8,74,5,70 – 80%.,
23.09.2019 05:00,23.3,71,5,no clouds,
23.09.2019 02:00,25.0,62,4,no clouds,
22.09.2019 23:00,26.1,54,5,no clouds,
22.09.2019 20:00,25.6,64,4,50%.,
22.09.2019 17:00,28.3,46,6,70 – 80%.,
22.09.2019 14:00,28.9,48,5,50%.,
22.09.2019 11:00,27.8,44,4,20–30%.,
22.09.2019 08:00,21.1,66,2,20–30%.,
22.09.2019 05:00,21.1,64,2,20–30%.,
22.09.2019 02:00,21.7,63,0,20–30%.,
21.09.2019 23:00,23.3,62,2,20–30%.,
21.09.2019 20:00,23.9,55,4,20–30%.,
21.09.2019 17:00,28.9,27,2,20–30%.,
21.09.2019 14:00,28.9,30,2,70 – 80%.,
21.09.2019 11:00,23.0,50,0,70 – 80%.,
21.09.2019 08:00,19.0,64,3,50%.,
21.09.2019 05:00,18.0,68,3,20–30%.,
21.09.2019 02:00,19.0,60,2,20–30%.,
20.09.2019 23:00,26.0,28,4,20–30%.,
20.09.2019 20:00,26.0,28,4,20–30%.,
20.09.2019 17:00,25.0,28,3,70 – 80%.,
20.09.2019 14:00,24.4,31,4,70 – 80%.,
20.09.2019 11:00,20.6,42,5,70 – 80%.,
20.09.2019 08:00,16.1,56,4,50%.,
20.09.2019 05:00,16.1,58,3,70 – 80%.,
20.09.2019 02:00,16.7,50,3,20–30%.,
19.09.2019 23:00,17.8,58,4,no clouds,
19.09.2019 20:00,18.9,47,4,20–30%.,
19.09.2019 17:00,21.1,23,2,20–30%.,
19.09.2019 14:00,18.9,37,3,no clouds,
19.09.2019 11:00,16.1,50,5,20–30%.,
19.09.2019 08:00,13.3,60,4,20–30%.,
19.09.2019 05:00,12.8,59,4,no clouds,
19.09.2019 02:00,13.9,51,4,no clouds,
18.09.2019 23:00,16.7,50,6,20–30%.,
18.09.2019 20:00,17.8,48,5,no clouds,
18.09.2019 17:00,20.0,44,6,20–30%.,
18.09.2019 14:00,20.0,47,6,70 – 80%.,
18.09.2019 11:00,18.9,61,7,50%.,
18.09.2019 08:00,16.1,67,5,50%.,
18.09.2019 05:00,16.7,78,4,70 – 80%.,
18.09.2019 02:00,18.3,66,3,no clouds,
17.09.2019 23:00,19.4,57,3,no clouds,
17.09.2019 20:00,21.7,42,6,no clouds,
17.09.2019 17:00,25.0,23,6,no clouds,
17.09.2019 14:00,23.9,31,2,no clouds,
17.09.2019 11:00,22.2,37,4,no clouds,
17.09.2019 08:00,17.8,54,3,no clouds,
17.09.2019 05:00,18.3,56,4,20–30%.,
17.09.2019 02:00,20.0,59,3,70 – 80%.,
16.09.2019 23:00,22.2,68,4,50%.,
16.09.2019 20:00,23.3,64,4,70 – 80%.,
16.09.2019 17:00,24.4,58,4,70 – 80%.,
16.09.2019 14:00,24.4,58,0,70 – 80%.,Trace of precipitation
16.09.2019 11:00,22.2,66,4,70 – 80%.,Trace of precipitation
16.09.2019 08:00,22.2,66,4,100%.,Trace of precipitation
16.09.2019 05:00,22.8,59,3,70 – 80%.,
16.09.2019 02:00,23.9,52,0,70 – 80%.,
15.09.2019 23:00,25.0,50,2,50%.,
15.09.2019 20:00,26.1,44,3,70 – 80%.,
15.09.2019 17:00,28.3,31,6,50%.,
15.09.2019 14:00,27.2,44,3,50%.,
15.09.2019 11:00,23.3,71,3,70 – 80%.,
15.09.2019 08:00,22.2,76,3,70 – 80%.,
15.09.2019 05:00,22.2,79,3,50%.,
15.09.2019 02:00,23.3,76,3,50%.,
14.09.2019 23:00,23.9,71,5,100%.,
14.09.2019 20:00,23.3,76,3,100%.,
14.09.2019 17:00,23.9,71,6,100%.,
14.09.2019 14:00,23.9,64,7,100%.,
14.09.2019 11:00,23.9,54,6,70 – 80%.,
14.09.2019 08:00,20.0,65,2,70 – 80%.,
14.09.2019 05:00,17.2,73,4,100%.,
14.09.2019 02:00,17.2,65,3,50%.,
13.09.2019 23:00,17.8,56,4,50%.,
13.09.2019 20:00,18.9,49,6,70 – 80%.,
13.09.2019 17:00,21.7,44,6,70 – 80%.,
13.09.2019 14:00,21.1,44,4,70 – 80%.,
13.09.2019 11:00,19.4,63,7,50%.,
13.09.2019 08:00,16.7,73,5,50%.,
13.09.2019 05:00,16.1,72,4,50%.,
13.09.2019 02:00,17.2,73,5,100%.,0.5
12.09.2019 23:00,18.3,76,6,100%.,0.5
12.09.2019 20:00,20.0,87,7,100%.,0.5
12.09.2019 17:00,23.3,74,5,100%.,
12.09.2019 14:00,23.3,79,6,100%.,0.8
12.09.2019 11:00,26.7,62,6,70 – 80%.,
12.09.2019 08:00,25.0,79,3,70 – 80%.,Trace of precipitation
12.09.2019 05:00,26.7,67,2,100%.,
12.09.2019 02:00,28.3,63,2,70 – 80%.,
11.09.2019 23:00,28.9,63,4,70 – 80%.,
11.09.2019 20:00,28.9,63,3,70 – 80%.,
11.09.2019 17:00,32.8,45,3,70 – 80%.,
11.09.2019 14:00,30.6,50,5,50%.,
11.09.2019 11:00,25.6,64,5,50%.,
11.09.2019 08:00,22.2,79,5,50%.,
11.09.2019 05:00,21.7,79,4,100%.,
11.09.2019 02:00,22.2,76,5,20–30%.,
10.09.2019 23:00,22.2,82,4,50%.,
10.09.2019 20:00,22.8,74,6,70 – 80%.,
10.09.2019 17:00,25.0,58,6,70 – 80%.,
10.09.2019 14:00,24.4,64,6,70 – 80%.,Trace of precipitation
10.09.2019 11:00,22.8,74,4,100%.,Trace of precipitation
10.09.2019 08:00,20.6,87,2,100%.,Trace of precipitation
10.09.2019 05:00,20.0,87,2,50%.,
10.09.2019 02:00,20.6,84,2,50%.,
09.09.2019 23:00,21.1,79,2,20–30%.,
09.09.2019 20:00,22.8,64,5,70 – 80%.,
09.09.2019 17:00,23.9,62,6,70 – 80%.,
09.09.2019 14:00,23.9,60,6,70 – 80%.,
09.09.2019 11:00,21.7,66,6,70 – 80%.,
09.09.2019 08:00,19.4,66,4,70 – 80%.,
09.09.2019 05:00,20.0,65,4,70 – 80%.,
09.09.2019 02:00,20.6,59,4,70 – 80%.,
08.09.2019 23:00,22.2,71,2,100%.,
08.09.2019 20:00,23.3,57,3,70 – 80%.,
08.09.2019 17:00,26.1,44,2,70 – 80%.,
08.09.2019 14:00,24.4,45,2,70 – 80%.,
08.09.2019 11:00,21.1,53,3,70 – 80%.,
08.09.2019 08:00,19.4,66,6,70 – 80%.,
08.09.2019 05:00,20.6,57,4,50%.,
08.09.2019 02:00,20.6,59,5,50%.,
07.09.2019 23:00,22.2,50,3,70 – 80%.,
07.09.2019 20:00,23.3,48,4,50%.,
07.09.2019 17:00,24.4,43,7,70 – 80%.,
07.09.2019 14:00,22.2,48,3,70 – 80%.,
07.09.2019 11:00,19.4,55,5,20–30%.,
07.09.2019 08:00,14.4,81,6,20–30%.,Trace of precipitation
07.09.2019 05:00,15.6,80,5,50%.,Trace of precipitation
07.09.2019 02:00,15.6,86,8,100%.,Trace of precipitation
06.09.2019 23:00,17.2,73,7,100%.,
06.09.2019 20:00,16.7,70,6,100%.,0.5
06.09.2019 17:00,17.8,78,9,100%.,0.5
06.09.2019 14:00,18.3,78,9,100%.,0.3
06.09.2019 11:00,20.6,70,10,100%.,
06.09.2019 08:00,19.4,76,7,100%.,
06.09.2019 05:00,18.9,78,4,100%.,
06.09.2019 02:00,19.4,68,3,100%.,
05.09.2019 23:00,20.6,66,3,70 – 80%.,
05.09.2019 20:00,22.2,53,2,70 – 80%.,
05.09.2019 17:00,22.8,51,3,70 – 80%.,
05.09.2019 14:00,21.7,55,4,70 – 80%.,
05.09.2019 11:00,20.6,59,6,70 – 80%.,
05.09.2019 08:00,18.9,63,6,70 – 80%.,
05.09.2019 05:00,20.0,61,5,70 – 80%.,
05.09.2019 02:00,21.7,68,6,50%.,
04.09.2019 23:00,26.1,58,5,50%.,
04.09.2019 20:00,28.9,61,4,70 – 80%.,
04.09.2019 17:00,29.4,53,5,50%.,
04.09.2019 14:00,30.6,51,6,50%.,
04.09.2019 11:00,26.1,65,6,20–30%.,
04.09.2019 08:00,22.2,79,5,70 – 80%.,
04.09.2019 05:00,21.7,81,4,50%.,
04.09.2019 02:00,21.7,73,3,no clouds,
03.09.2019 23:00,22.2,71,3,20–30%.,
03.09.2019 20:00,23.9,52,5,50%.,
03.09.2019 17:00,26.7,47,5,50%.,
03.09.2019 14:00,26.1,47,4,50%.,
03.09.2019 11:00,23.9,58,4,20–30%.,
03.09.2019 08:00,21.1,73,3,20–30%.,
03.09.2019 05:00,21.1,82,5,20–30%.,
03.09.2019 02:00,23.3,82,3,20–30%.,Trace of precipitation
02.09.2019 23:00,23.3,85,3,50%.,
02.09.2019 20:00,23.9,82,4,70 – 80%.,2.0
02.09.2019 17:00,25.0,79,4,70 – 80%.,2.0
02.09.2019 14:00,25.0,79,4,100%.,11.0
02.09.2019 11:00,23.3,71,8,100%.,Trace of precipitation
02.09.2019 08:00,22.2,71,6,70 – 80%.,Trace of precipitation
02.09.2019 05:00,21.1,73,4,70 – 80%.,
02.09.2019 02:00,21.1,71,3,70 – 80%.,
01.09.2019 23:00,21.7,68,4,20–30%.,
01.09.2019 20:00,22.2,59,4,50%.,
01.09.2019 17:00,24.4,52,5,70 – 80%.,
01.09.2019 14:00,25.0,48,5,70 – 80%.,
01.09.2019 11:00,22.8,66,4,70 – 80%.,
01.09.2019 08:00,18.9,65,3,70 – 80%.,
01.09.2019 05:00,19.4,61,4,70 – 80%.,
01.09.2019 02:00,21.1,47,4,70 – 80%.,
31.08.2019 23:00,22.8,50,5,70 – 80%.,
31.08.2019 20:00,25.0,37,4,70 – 80%.,
31.08.2019 17:00,26.7,34,4,70 – 80%.,
31.08.2019 14:00,26.7,39,3,70 – 80%.,
31.08.2019 11:00,23.9,43,4,70 – 80%.,
31.08.2019 08:00,22.2,50,3,70 – 80%.,
31.08.2019 05:00,22.2,64,4,70 – 80%.,
31.08.2019 02:00,25.6,62,3,50%.,
30.08.2019 23:00,28.3,48,4,20–30%.,
30.08.2019 20:00,28.9,44,4,50%.,
30.08.2019 17:00,31.1,36,8,50%.,
30.08.2019 14:00,30.0,36,6,20–30%.,
30.08.2019 11:00,26.7,42,6,20–30%.,
30.08.2019 08:00,22.2,53,4,no clouds,
30.08.2019 05:00,21.1,59,3,no clouds,
30.08.2019 02:00,22.8,51,0,no clouds,
29.08.2019 23:00,24.4,48,4,no clouds,
29.08.2019 20:00,25.6,39,5,20–30%.,
29.08.2019 17:00,28.3,31,7,20–30%.,
29.08.2019 14:00,27.8,37,8,20–30%.,
29.08.2019 11:00,25.0,48,4,20–30%.,
29.08.2019 08:00,21.7,59,4,20–30%.,
29.08.2019 05:00,20.6,81,5,50%.,
29.08.2019 02:00,21.7,76,7,70 – 80%.,0.3
28.08.2019 23:00,23.3,79,3,70 – 80%.,0.3
28.08.2019 20:00,22.8,84,2,100%.,1.0
28.08.2019 17:00,22.2,84,3,100%.,0.8
28.08.2019 14:00,21.7,87,6,100%.,1.0
28.08.2019 11:00,22.2,82,6,100%.,Trace of precipitation
28.08.2019 08:00,21.1,82,4,70 – 80%.,
28.08.2019 05:00,21.1,82,2,100%.,
28.08.2019 02:00,20.6,81,2,100%.,
27.08.2019 23:00,20.6,70,3,50%.,
27.08.2019 20:00,21.1,64,4,70 – 80%.,
27.08.2019 17:00,22.8,57,5,70 – 80%.,
27.08.2019 14:00,22.8,51,4,70 – 80%.,
27.08.2019 11:00,21.7,55,3,70 – 80%.,
27.08.2019 08:00,18.9,65,3,70 – 80%.,
27.08.2019 05:00,18.9,75,2,70 – 80%.,
27.08.2019 02:00,19.4,68,2,50%.,
26.08.2019 23:00,20.0,65,3,20–30%.,
26.08.2019 20:00,22.2,55,3,70 – 80%.,
26.08.2019 17:00,22.8,55,7,70 – 80%.,
26.08.2019 14:00,21.7,53,5,20–30%.,
26.08.2019 11:00,19.4,61,7,70 – 80%.,
26.08.2019 08:00,16.1,72,5,70 – 80%.,
26.08.2019 05:00,16.1,75,5,70 – 80%.,
26.08.2019 02:00,17.8,65,5,20–30%.,
25.08.2019 23:00,20.0,68,6,50%.,
25.08.2019 20:00,22.2,57,6,70 – 80%.,
25.08.2019 17:00,23.9,48,7,50%.,
25.08.2019 14:00,24.4,45,8,70 – 80%.,
25.08.2019 11:00,21.7,55,10,50%.,
25.08.2019 08:00,18.9,75,9,50%.,
25.08.2019 05:00,19.4,73,7,50%.,
25.08.2019 02:00,20.0,65,5,70 – 80%.,
24.08.2019 23:00,21.1,53,4,50%.,
24.08.2019 20:00,23.3,40,4,70 – 80%.,
24.08.2019 17:00,23.3,38,3,70 – 80%.,
24.08.2019 14:00,23.9,36,3,70 – 80%.,
24.08.2019 11:00,21.7,46,5,20–30%.,
24.08.2019 08:00,19.4,57,4,20–30%.,
24.08.2019 05:00,18.9,68,4,50%.,
24.08.2019 02:00,20.6,66,5,20–30%.,
23.08.2019 23:00,22.2,59,3,20–30%.,
23.08.2019 20:00,23.3,48,4,70 – 80%.,
23.08.2019 17:00,23.9,52,5,100%.,
23.08.2019 14:00,22.8,62,3,100%.,2.0
23.08.2019 11:00,19.4,71,3,100%.,2.0
23.08.2019 08:00,21.1,71,4,100%.,Trace of precipitation
23.08.2019 05:00,22.8,79,5,70 – 80%.,Trace of precipitation
